_id,model_year,make,model,vehicle_class,motor_(kw),engine_size_(l),cylinders,transmission,fuel_type_1,combined_le/100_km,range_1_(km),recharge_time_(h),fuel_type_2,city_(l/100_km),highway_(l/100_km),combined_(l/100_km),range_2_(km),co2_emissions_(g/km),co2_rating,smog_rating,display_name
3414,2023,Mercedes-Benz,S 580e 4MATIC Sedan Full-size 3.0L + 110 kW 6 Cyl Automatic 9-Gear,Full-size,110,3.0,6,A9,B/Z,4.6 ([30.4 kWh + 1.2 L]/100 km),90,2.25,Z,11.5,8.2,10.0,671,67,10,7,2023 Mercedes-Benz S 580e 4MATIC Sedan Full-size 3.0L + 110 kW 6 Cyl Automatic 9-Gear
3415,2023,MINI,Cooper SE Countryman ALL4 Mid-size 1.5L + 65 kW 3 Cyl Automatic 6-Gear,Mid-size,65,1.5,3,AS6,B/Z*,3.2 ([28.4 kWh + 0.0 L]/100 km),29,3,Z,8.1,7.9,8.0,451,109,8,3,2023 MINI Cooper SE Countryman ALL4 Mid-size 1.5L + 65 kW 3 Cyl Automatic 6-Gear
3416,2023,Mitsubishi,Outlander PHEV AWD Sport utility vehicle: Standard 2.4L + 100 kW 4 Cyl Automatic 1-Gear,Sport utility vehicle: Standard,100,2.4,4,A1,B/X*,3.6 ([32.1 kWh + 0.0 L]/100 km),61,6.5,X,9.2,8.7,9.0,626,70,10,7,2023 Mitsubishi Outlander PHEV AWD Sport utility vehicle: Standard 2.4L + 100 kW 4 Cyl Automatic 1-Gear
3417,2023,Subaru,Crosstrek Hybrid AWD Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic,Sport utility vehicle: Small,100,2.0,4,AV,B/X*,2.6 ([23.5 kWh + 0.0 L]/100 km),27,2,X,6.6,6.8,6.7,747,94,9,6,2023 Subaru Crosstrek Hybrid AWD Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic
3418,2023,Toyota,Prius Prime SE Mid-size 2.0L + 120 kW 4 Cyl Automatic,Mid-size,120,2.0,4,AV,B/X*,1.8 ([16.4 kWh + 0.0 L]/100 km),72,4,X,4.4,4.6,4.5,890,31,10,7,2023 Toyota Prius Prime SE Mid-size 2.0L + 120 kW 4 Cyl Automatic
3419,2023,Toyota,Prius Prime XSE Mid-size 2.0L + 120 kW 4 Cyl Automatic,Mid-size,120,2.0,4,AV,B/X*,2.1 ([18.3 kWh + 0.0 L]/100 km),64,4,X,4.7,5.0,4.9,826,37,10,7,2023 Toyota Prius Prime XSE Mid-size 2.0L + 120 kW 4 Cyl Automatic
3420,2023,Toyota,RAV4 Prime Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic,Sport utility vehicle: Small,134,2.5,4,AV,B/X*,2.5 ([22.3 kWh + 0.0 L]/100 km),68,4.5,X,5.7,6.4,6.0,911,44,10,7,2023 Toyota RAV4 Prime Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic
3421,2023,Volvo,S60 T8 AWD Recharge Compact 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Compact,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,10,7,2023 Volvo S60 T8 AWD Recharge Compact 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3422,2023,Volvo,S90 T8 AWD Recharge Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Mid-size,107,2.0,4,AS8,B/Z*,3.4 ([30.0 kWh + 0.0 L]/100 km),61,5,Z,8.5,7.6,8.1,748,65,10,7,2023 Volvo S90 T8 AWD Recharge Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3423,2023,Volvo,V60 T8 AWD Recharge Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Station wagon: Small,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,10,7,2023 Volvo V60 T8 AWD Recharge Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3424,2023,Volvo,XC60 T8 AWD Recharge Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,107,2.0,4,AS8,B/Z*,3.5 ([31.2 kWh + 0.0 L]/100 km),58,5,Z,8.5,8.5,8.5,838,72,10,7,2023 Volvo XC60 T8 AWD Recharge Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3425,2023,Volvo,XC90 T8 AWD Recharge Sport utility vehicle: Standard 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,107,2.0,4,AS8,B/Z*,3.8 ([34.4 kWh + 0.0 L]/100 km),53,5,Z,9.1,8.6,8.9,803,82,9,7,2023 Volvo XC90 T8 AWD Recharge Sport utility vehicle: Standard 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3426,2024,Alfa Romeo,Tonale PHEV Sport utility vehicle: Small 1.3L + 89 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,89,1.3,4,A6,B/X*,3.1 ([27.2 kWh + 0.0 L]/100 km),53,4,X,8.1,8.1,8.1,520,75,9,6,2024 Alfa Romeo Tonale PHEV Sport utility vehicle: Small 1.3L + 89 kW 4 Cyl Automatic 6-Gear
3427,2024,Audi,Q5 55 TFSI e quattro Sport utility vehicle: Small 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear,Sport utility vehicle: Small,105,2.0,4,AM7,B/Z*,4.1 ([36.2 kWh + 0.0 L]/100 km),39,3,Z,9.4,8.7,9.1,595,93,9,7,2024 Audi Q5 55 TFSI e quattro Sport utility vehicle: Small 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear
3428,2024,Bentley,Bentayga Hybrid Sport utility vehicle: Standard 3.0L + 100 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,100,3.0,6,AS8,B/Z*,5.6 ([49.4 kWh + 0.0 L]/100 km),34,3,Z,12.3,10.1,11.3,668,128,8,3,2024 Bentley Bentayga Hybrid Sport utility vehicle: Standard 3.0L + 100 kW 6 Cyl Automatic 8-Gear
3429,2024,Bentley,Flying Spur Hybrid Mid-size 2.9L + 103 kW 6 Cyl Auto-Manual 8-Gear,Mid-size,103,2.9,6,AM8,B/Z*,5.1 ([45.9 kWh + 0.0 L]/100 km),34,3,Z,13.7,10.7,12.3,653,156,7,5,2024 Bentley Flying Spur Hybrid Mid-size 2.9L + 103 kW 6 Cyl Auto-Manual 8-Gear
3430,2024,BMW,330e Sedan Compact 2.0L + 80 kW 4 Cyl Automatic 8-Gear,Compact,80,2.0,4,AS8,B/Z*,3.2 ([28.2 kWh + 0.0 L]/100 km),35,3,Z,9.9,7.4,8.8,468,98,8,7,2024 BMW 330e Sedan Compact 2.0L + 80 kW 4 Cyl Automatic 8-Gear
3431,2024,BMW,330e xDrive Sedan Compact 2.0L + 80 kW 4 Cyl Automatic 8-Gear,Compact,80,2.0,4,AS8,B/Z*,3.4 ([29.5 kWh + 0.0 L]/100 km),34,3,Z,10.6,7.4,9.2,452,107,8,7,2024 BMW 330e xDrive Sedan Compact 2.0L + 80 kW 4 Cyl Automatic 8-Gear
3432,2024,BMW,750e xDrive Sedan Full-size 3.0L + 145 kW 6 Cyl Automatic 8-Gear,Full-size,145,3.0,6,AS8,B/Z,3.6 ([31.1 kWh + 0.1 L]/100 km),55,5,Z,9.9,8.8,9.4,695,82,9,7,2024 BMW 750e xDrive Sedan Full-size 3.0L + 145 kW 6 Cyl Automatic 8-Gear
3433,2024,BMW,X3 xDrive30e Sport utility vehicle: Small 2.0L + 80 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,80,2.0,4,AS8,B/Z*,3.9 ([34.7 kWh + 0.0 L]/100 km),29,3,Z,11.4,8.6,10.1,502,129,8,7,2024 BMW X3 xDrive30e Sport utility vehicle: Small 2.0L + 80 kW 4 Cyl Automatic 8-Gear
3434,2024,BMW,X5 xDrive50e Sport utility vehicle: Standard 3.0L + 145 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,145,3.0,6,AS8,B/Z*,4.0 ([35.9 kWh + 0.0 L]/100 km),63,5,Z,10.9,10.2,10.6,650,81,9,7,2024 BMW X5 xDrive50e Sport utility vehicle: Standard 3.0L + 145 kW 6 Cyl Automatic 8-Gear
3435,2024,BMW,XM Sport utility vehicle: Standard 4.4L + 145 kW 8 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,145,4.4,8,AS8,B/Z*,5.1 ([45.5 kWh + 0.0 L]/100 km),50,7,Z,19.9,13.9,17.2,431,152,7,7,2024 BMW XM Sport utility vehicle: Standard 4.4L + 145 kW 8 Cyl Automatic 8-Gear
3436,2024,BMW,XM Label Red Sport utility vehicle: Standard 4.4L + 145 kW 8 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,145,4.4,8,AS8,B/Z*,5.1 ([45.5 kWh + 0.0 L]/100 km),50,7,Z,20.0,13.5,17.1,436,159,7,7,2024 BMW XM Label Red Sport utility vehicle: Standard 4.4L + 145 kW 8 Cyl Automatic 8-Gear
3437,2024,Chrysler,Pacifica Hybrid Minivan 3.6L + 89 kW 6 Cyl Automatic,Minivan,89,3.6,6,AV,B/X*,2.9 ([25.8 kWh + 0.0 L]/100 km),51,2,X,8.0,7.9,8.0,784,74,9,7,2024 Chrysler Pacifica Hybrid Minivan 3.6L + 89 kW 6 Cyl Automatic
3438,2024,Dodge,Hornet R/T PHEV Sport utility vehicle: Small 1.3L + 89 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,89,1.3,4,A6,B/X*,3.1 ([27.2 kWh + 0.0 L]/100 km),53,4,X,8.1,8.1,8.1,520,75,9,6,2024 Dodge Hornet R/T PHEV Sport utility vehicle: Small 1.3L + 89 kW 4 Cyl Automatic 6-Gear
3439,2024,Ferrari,296 GTB Two-seater 2.9L + 137 kW 6 Cyl Auto-Manual 8-Gear,Two-seater,137,2.9,6,AM8,B/Z*,5.0 ([45.0 kWh + 0.0 L]/100 km),13,2.5,Z,15.2,10.7,13.2,526,247,5,6,2024 Ferrari 296 GTB Two-seater 2.9L + 137 kW 6 Cyl Auto-Manual 8-Gear
3440,2024,Ferrari,296 GTS Two-seater 2.9L + 137 kW 6 Cyl Auto-Manual 8-Gear,Two-seater,137,2.9,6,AM8,B/Z*,4.9 ([44.2 kWh + 0.0 L]/100 km),13,2.5,Z,15.2,10.7,13.2,504,251,5,6,2024 Ferrari 296 GTS Two-seater 2.9L + 137 kW 6 Cyl Auto-Manual 8-Gear
3441,2024,Ferrari,SF90 Spider Two-seater 3.9L + 137 kW 8 Cyl Auto-Manual 8-Gear,Two-seater,137,3.9,8,AM8,B/Z*,5.4 ([47.6 kWh + 0.0 L]/100 km),13,2.5,Z,14.6,12.6,13.7,500,257,4,3,2024 Ferrari SF90 Spider Two-seater 3.9L + 137 kW 8 Cyl Auto-Manual 8-Gear
3442,2024,Ferrari,SF90 Stradale Two-seater 3.9L + 137 kW 8 Cyl Auto-Manual 8-Gear,Two-seater,137,3.9,8,AM8,B/Z*,4.6 ([41.3 kWh + 0.0 L]/100 km),14,2.5,Z,14.6,11.9,13.4,513,251,5,3,2024 Ferrari SF90 Stradale Two-seater 3.9L + 137 kW 8 Cyl Auto-Manual 8-Gear
3443,2024,Ferrari,SF90 XX Spider Two-seater 3.9L + 147 kW 8 Cyl Auto-Manual 8-Gear,Two-seater,147,3.9,8,AM8,B/Z*,5.3 ([47.1 kWh + 0.0 L]/100 km),13,2.5,Z,15.2,12.2,13.9,497,258,4,5,2024 Ferrari SF90 XX Spider Two-seater 3.9L + 147 kW 8 Cyl Auto-Manual 8-Gear
3444,2024,Ferrari,SF90 XX Stradale Two-seater 3.9L + 147 kW 8 Cyl Auto-Manual 8-Gear,Two-seater,147,3.9,8,AM8,B/Z*,5.3 ([47.1 kWh + 0.0 L]/100 km),13,2.5,Z,15.2,12.2,13.9,497,258,4,5,2024 Ferrari SF90 XX Stradale Two-seater 3.9L + 147 kW 8 Cyl Auto-Manual 8-Gear
3445,2024,Ford,Escape Plug-in Hybrid Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic,Sport utility vehicle: Small,62,2.5,4,AV,B/X*,2.3 ([20.6 kWh + 0.0 L]/100 km),60,3.4,X,5.6,6.3,5.9,771,49,10,8,2024 Ford Escape Plug-in Hybrid Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic
3446,2024,Hyundai,Tucson Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,67,1.6,4,AM6,B/X*,2.9 ([25.9 kWh + 0.0 L]/100 km),53,1.7,X,6.8,6.6,6.7,626,62,9,7,2024 Hyundai Tucson Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear
3447,2024,Jeep,Grand Cherokee 4xe Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,100,2.0,4,A8,B/X*,4.2 ([36.0 kWh + 0.0 L]/100 km),42,3.4,X,10.3,9.7,10.0,719,110,8,7,2024 Jeep Grand Cherokee 4xe Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 8-Gear
3448,2024,Jeep,Wrangler 4xe Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,100,2.0,4,A8,B/X*,4.8 ([42.2 kWh + 0.0 L]/100 km),35,2.4,X,11.6,11.9,11.7,557,143,7,7,2024 Jeep Wrangler 4xe Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic 8-Gear
3449,2024,Kia,Niro Plug-in Hybrid Sport utility vehicle: Small 1.6L + 62 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,62,1.6,4,AM6,B/X*,2.1 ([19.1 kWh + 0.0 L]/100 km),55,2.8,X,4.6,4.9,4.8,781,42,10,7,2024 Kia Niro Plug-in Hybrid Sport utility vehicle: Small 1.6L + 62 kW 4 Cyl Auto-Manual 6-Gear
3450,2024,Kia,Sorento Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,67,1.6,4,AM6,B/X*,3.0 ([26.4 kWh + 0.0 L]/100 km),51,3.4,X,6.7,7.1,6.9,681,65,9,7,2024 Kia Sorento Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear
3451,2024,Kia,Sportage Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,67,1.6,4,AM6,B/X*,2.8 ([24.9 kWh + 0.0 L]/100 km),55,2,X,6.6,6.7,6.7,632,60,10,7,2024 Kia Sportage Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear
3452,2024,Lamborghini,Revuelto Two-seater 6.5L + 110 kW 12 Cyl Auto-Manual 8-Gear,Two-seater,110,6.5,12,AM8,B/Z,10.4 ([49.7 kWh + 6.1 L]/100 km),8,2,Z,24.5,14.2,19.9,365,472,1,3,2024 Lamborghini Revuelto Two-seater 6.5L + 110 kW 12 Cyl Auto-Manual 8-Gear
3453,2024,Lexus,NX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,134,2.5,4,AV6,B/Z*,2.8 ([24.7 kWh + 0.0 L]/100 km),61,4.5,Z,6.2,7.0,6.6,835,54,10,7,2024 Lexus NX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear
3454,2024,Lexus,RX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,134,2.5,4,AV6,B/Z*,2.8 ([25.0 kWh + 0.0 L]/100 km),60,2.5,Z,6.4,7.1,6.7,818,55,10,7,2024 Lexus RX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear
3455,2024,Lincoln,Corsair Grand Touring Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic,Sport utility vehicle: Small,62,2.5,4,AV,B/X*,3.0 ([26.4 kWh + 0.0 L]/100 km),45,3.4,X,6.9,7.3,7.1,642,74,9,8,2024 Lincoln Corsair Grand Touring Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic
3456,2024,Mazda,CX-90 PHEV 4WD Sport utility vehicle: Standard 2.5L + 68 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,68,2.5,4,AS8,B/Z,4.2 ([36.0 kWh + 0.2 L]/100 km),42,2.1,Z,9.9,8.7,9.4,747,105,8,7,2024 Mazda CX-90 PHEV 4WD Sport utility vehicle: Standard 2.5L + 68 kW 4 Cyl Automatic 8-Gear
3457,2024,Mercedes-Benz,AMG C 63 S E Performance Compact 2.0L + 150 kW 4 Cyl Auto-Manual 9-Gear,Compact,150,2.0,4,AM9,B/Z,5.9 ([37.9 kWh + 1.5 L]/100 km),11,1.5,Z,12.1,10.1,11.2,539,217,5,5,2024 Mercedes-Benz AMG C 63 S E Performance Compact 2.0L + 150 kW 4 Cyl Auto-Manual 9-Gear
3458,2024,Mercedes-Benz,AMG GT 63 S E Performance Compact 4.0L + 150 kW 8 Cyl Auto-Manual 9-Gear,Compact,150,4.0,8,AM9,B/Z,9.4 ([26.6 kWh + 6.4 L]/100 km),18,1.25,Z,14.1,11.7,13.1,546,259,4,5,2024 Mercedes-Benz AMG GT 63 S E Performance Compact 4.0L + 150 kW 8 Cyl Auto-Manual 9-Gear
3459,2024,Mercedes-Benz,AMG S 63 E Performance Full-size 4.0L + 140 kW 8 Cyl Auto-Manual 9-Gear,Full-size,140,4.0,8,AM9,B/Z*,4.8 ([42.1 kWh + 0.0 L]/100 km),26,3.25,Z,14.4,11.5,13.1,587,188,6,5,2024 Mercedes-Benz AMG S 63 E Performance Full-size 4.0L + 140 kW 8 Cyl Auto-Manual 9-Gear
3460,2024,Mercedes-Benz,GLE 450e 4MATIC SUV Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 9-Gear,Sport utility vehicle: Standard,100,2.0,4,A9,B/Z*,4.1 ([36.4 kWh + 0.0 L]/100 km),77,2.75,Z,10.5,9.1,9.9,663,63,9,7,2024 Mercedes-Benz GLE 450e 4MATIC SUV Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 9-Gear
3461,2024,Mercedes-Benz,S 580e 4MATIC Sedan Full-size 3.0L + 110 kW 6 Cyl Automatic 9-Gear,Full-size,110,3.0,6,A9,B/Z*,3.9 ([35.0 kWh + 0.0 L]/100 km),74,2.25,Z,11.5,8.2,10.0,687,69,9,7,2024 Mercedes-Benz S 580e 4MATIC Sedan Full-size 3.0L + 110 kW 6 Cyl Automatic 9-Gear
3462,2024,Mitsubishi,Outlander PHEV AWD Sport utility vehicle: Standard 2.4L + 100 kW 4 Cyl Automatic 1-Gear,Sport utility vehicle: Standard,100,2.4,4,A1,B/X*,3.6 ([32.1 kWh + 0.0 L]/100 km),61,6.5,X,9.2,8.7,9.0,626,70,9,7,2024 Mitsubishi Outlander PHEV AWD Sport utility vehicle: Standard 2.4L + 100 kW 4 Cyl Automatic 1-Gear
3463,2024,Toyota,Prius Plug-in Hybrid SE (Prime SE) Mid-size 2.0L + 120 kW 4 Cyl Automatic,Mid-size,120,2.0,4,AV,B/X*,1.8 ([16.4 kWh + 0.0 L]/100 km),72,4,X,4.4,4.6,4.5,890,31,10,7,2024 Toyota Prius Plug-in Hybrid SE (Prime SE) Mid-size 2.0L + 120 kW 4 Cyl Automatic
3464,2024,Toyota,Prius Plug-in Hybrid XSE (Prime XSE) Mid-size 2.0L + 120 kW 4 Cyl Automatic,Mid-size,120,2.0,4,AV,B/X*,2.1 ([18.3 kWh + 0.0 L]/100 km),64,4,X,4.7,5.0,4.9,826,37,10,7,2024 Toyota Prius Plug-in Hybrid XSE (Prime XSE) Mid-size 2.0L + 120 kW 4 Cyl Automatic
3465,2024,Toyota,RAV4 Plug-in Hybrid (Prime) Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic,Sport utility vehicle: Small,134,2.5,4,AV,B/X*,2.5 ([22.3 kWh + 0.0 L]/100 km),68,4.5,X,5.7,6.4,6.0,911,44,10,7,2024 Toyota RAV4 Plug-in Hybrid (Prime) Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic
3466,2024,Volvo,S60 T8 AWD Recharge Compact 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Compact,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,10,7,2024 Volvo S60 T8 AWD Recharge Compact 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3467,2024,Volvo,S90 T8 AWD Recharge Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Mid-size,107,2.0,4,AS8,B/Z*,3.4 ([30.0 kWh + 0.0 L]/100 km),61,5,Z,8.5,7.6,8.1,748,65,9,7,2024 Volvo S90 T8 AWD Recharge Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3468,2024,Volvo,V60 T8 AWD Recharge Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Station wagon: Small,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,10,7,2024 Volvo V60 T8 AWD Recharge Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3469,2024,Volvo,XC60 T8 AWD Recharge Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,107,2.0,4,AS8,B/Z*,3.5 ([31.2 kWh + 0.0 L]/100 km),58,5,Z,8.5,8.5,8.5,838,72,9,7,2024 Volvo XC60 T8 AWD Recharge Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
